id,season,week,season_type,start_date,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_division,home_points,away_id,away_team,away_conference,away_division,away_points
401282107,2021,7,regular,2021-10-16T23:00:00.000Z,false,true,53796,3693,Davis Wade Stadium,344,Mississippi State,SEC,fbs,9,333,Alabama,SEC,fbs,49
401310719,2021,7,regular,2021-10-16T23:00:00.000Z,false,true,15403,3971,University Stadium,167,New Mexico,Mountain West,fbs,7,36,Colorado State,Mountain West,fbs,36
401286296,2021,7,regular,2021-10-16T23:00:00.000Z,false,false,11546,3817,Malone Stadium,2433,Louisiana Monroe,Sun Belt,fbs,31,2335,Liberty,FBS Independents,fbs,28
401287923,2021,7,regular,2021-10-16T23:30:00.000Z,false,true,84391,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,fbs,52,2628,TCU,Big 12,fbs,31
401309873,2021,7,regular,2021-10-16T23:30:00.000Z,false,true,26171,3820,Martin Stadium,265,Washington State,Pac-12,fbs,34,24,Stanford,Pac-12,fbs,31
401282110,2021,7,regular,2021-10-16T23:30:00.000Z,false,true,102455,3853,Neyland Stadium,2633,Tennessee,SEC,fbs,26,145,Ole Miss,SEC,fbs,31
401282658,2021,7,regular,2021-10-16T23:30:00.000Z,false,true,40349,3615,Alumni Stadium,103,Boston College,ACC,fbs,7,152,NC State,ACC,fbs,33
401287922,2021,7,regular,2021-10-16T23:30:00.000Z,false,true,48363,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,fbs,20,66,Iowa State,Big 12,fbs,33
401282826,2021,7,regular,2021-10-17T00:00:00.000Z,false,false,76314,347,Camp Randall Stadium,275,Wisconsin,Big Ten,fbs,20,349,Army,FBS Independents,fbs,14
401309874,2021,7,regular,2021-10-17T00:30:00.000Z,false,true,62266,3765,Husky Stadium,264,Washington,Pac-12,fbs,17,26,UCLA,Pac-12,fbs,24
401282230,2021,7,regular,2021-10-17T01:00:00.000Z,false,true,18468,3946,Sun Bowl Stadium,2638,UTEP,Conference USA,fbs,19,2348,Louisiana Tech,Conference USA,fbs,3
401310718,2021,7,regular,2021-10-17T01:00:00.000Z,false,true,34446,3653,Albertsons Stadium,68,Boise State,Mountain West,fbs,17,2005,Air Force,Mountain West,fbs,24
401309876,2021,7,regular,2021-10-17T02:00:00.000Z,false,true,51724,587,Rice-Eccles Stadium,254,Utah,Pac-12,fbs,35,9,Arizona State,Pac-12,fbs,21
401310722,2021,7,regular,2021-10-17T02:30:00.000Z,false,true,22098,3816,Mackay Stadium,2440,Nevada,Mountain West,fbs,34,62,Hawai'i,Mountain West,fbs,17
401309623,2021,8,regular,2021-10-20T23:30:00.000Z,false,true,31061,3792,Kidd Brewer Stadium,2026,Appalachian State,Sun Belt,fbs,30,324,Coastal Carolina,Sun Belt,fbs,27
401301025,2021,8,regular,2021-10-21T23:30:00.000Z,false,true,22843,3735,Gerald J. Ford Stadium,2567,SMU,American Athletic,fbs,55,2655,Tulane,American Athletic,fbs,26
401309624,2021,8,regular,2021-10-21T23:30:00.000Z,false,true,7138,3625,Centennial Bank Stadium,2032,Arkansas State,Sun Belt,fbs,27,309,Louisiana,Sun Belt,fbs,28
401282235,2021,8,regular,2021-10-21T23:30:00.000Z,false,true,13017,4418,Jerry Richardson Stadium,2429,Charlotte,Conference USA,fbs,9,2226,Florida Atlantic,Conference USA,fbs,38
401310729,2021,8,regular,2021-10-22T03:00:00.000Z,false,true,19318,6501,Allegiant Stadium,2439,UNLV,Mountain West,fbs,20,23,San José State,Mountain West,fbs,27
401282239,2021,8,regular,2021-10-22T22:00:00.000Z,false,false,10698,3892,Rentschler Field,41,Connecticut,FBS Independents,fbs,13,2393,Middle Tennessee,Conference USA,fbs,44
401301026,2021,8,regular,2021-10-22T23:00:00.000Z,false,true,39328,3652,Bright House Networks Stadium,2116,UCF,American Athletic,fbs,24,235,Memphis,American Athletic,fbs,7
401310725,2021,8,regular,2021-10-23T01:30:00.000Z,false,true,21423,3905,Romney Stadium,328,Utah State,Mountain West,fbs,26,36,Colorado State,Mountain West,fbs,24
401309877,2021,8,regular,2021-10-23T02:30:00.000Z,false,true,30880,3619,Arizona Stadium,12,Arizona,Pac-12,fbs,16,264,Washington,Pac-12,fbs,21
401301027,2021,8,regular,2021-10-23T16:00:00.000Z,false,true,32004,3852,Navy-Marine Corps Memorial Stadium,2426,Navy,American Athletic,fbs,20,2132,Cincinnati,American Athletic,fbs,27
401282662,2021,8,regular,2021-10-23T16:00:00.000Z,false,false,38019,3841,Blaik Field at Michie Stadium,349,Army,FBS Independents,fbs,56,154,Wake Forest,ACC,fbs,70
401282779,2021,8,regular,2021-10-23T16:00:00.000Z,false,true,109449,3558,Michigan Stadium,130,Michigan,Big Ten,fbs,33,77,Northwestern,Big Ten,fbs,7
401282717,2021,8,regular,2021-10-23T16:00:00.000Z,false,true,105001,3632,Beaver Stadium,213,Penn State,Big Ten,fbs,18,356,Illinois,Big Ten,fbs,20
401282112,2021,8,regular,2021-10-23T16:00:00.000Z,false,false,42576,3983,War Memorial Stadium,8,Arkansas,SEC,fbs,45,2029,Arkansas-Pine Bluff,SWAC,fcs,3
401309574,2021,8,regular,2021-10-23T16:00:00.000Z,false,true,10875,3700,Doyt Perry Stadium,189,Bowling Green,Mid-American,fbs,24,2199,Eastern Michigan,Mid-American,fbs,55
401282663,2021,8,regular,2021-10-23T16:00:00.000Z,false,false,51915,3697,Bobby Bowden Field at Doak Campbell Stadium,52,Florida State,ACC,fbs,59,113,UMass,FBS Independents,fbs,3
401287926,2021,8,regular,2021-10-23T16:00:00.000Z,false,true,26321,3833,Memorial Stadium,2305,Kansas,Big 12,fbs,23,201,Oklahoma,Big 12,fbs,35
401287928,2021,8,regular,2021-10-23T16:00:00.000Z,false,true,52874,3784,Jones AT&T Stadium,2641,Texas Tech,Big 12,fbs,24,2306,Kansas State,Big 12,fbs,25
401309577,2021,8,regular,2021-10-23T16:00:00.000Z,false,true,15232,3786,Kelly/Shorts Stadium,2117,Central Michigan,Mid-American,fbs,38,2459,Northern Illinois,Mid-American,fbs,39
401282668,2021,8,regular,2021-10-23T16:30:00.000Z,false,true,57941,3799,Lane Stadium,259,Virginia Tech,ACC,fbs,36,183,Syracuse,ACC,fbs,41
401309576,2021,8,regular,2021-10-23T17:00:00.000Z,false,true,15854,3876,Peden Stadium,195,Ohio,Mid-American,fbs,27,2309,Kent State,Mid-American,fbs,34
401309625,2021,8,regular,2021-10-23T18:00:00.000Z,false,true,16779,4246,Georgia State Stadium,2247,Georgia State,Sun Belt,fbs,28,326,Texas State,Sun Belt,fbs,16
401282821,2021,8,regular,2021-10-23T19:00:00.000Z,false,true,61320,3907,Ross-Ade Stadium,2509,Purdue,Big Ten,fbs,13,275,Wisconsin,Big Ten,fbs,30
401310726,2021,8,regular,2021-10-23T19:30:00.000Z,false,true,20133,3984,War Memorial Stadium,2751,Wyoming,Mountain West,fbs,3,167,New Mexico,Mountain West,fbs,14
401287925,2021,8,regular,2021-10-23T19:30:00.000Z,false,true,61500,3772,Jack Trice Stadium,66,Iowa State,Big 12,fbs,24,197,Oklahoma State,Big 12,fbs,21
401309881,2021,8,regular,2021-10-23T19:30:00.000Z,false,false,22541,3820,Martin Stadium,265,Washington State,Pac-12,fbs,19,252,BYU,FBS Independents,fbs,21
401309575,2021,8,regular,2021-10-23T19:30:00.000Z,false,true,8635,3768,Summa Field at InfoCision Stadium,2006,Akron,Mid-American,fbs,10,2084,Buffalo,Mid-American,fbs,45
401308838,2021,8,regular,2021-10-23T19:30:00.000Z,false,true,15703,3919,Scheumann Stadium,2050,Ball State,Mid-American,fbs,17,193,Miami (OH),Mid-American,fbs,24
401309878,2021,8,regular,2021-10-23T19:30:00.000Z,false,true,36264,3831,California Memorial Stadium,25,California,Pac-12,fbs,26,38,Colorado,Pac-12,fbs,3
401309879,2021,8,regular,2021-10-23T19:30:00.000Z,false,true,55675,1056,Rose Bowl,26,UCLA,Pac-12,fbs,31,2483,Oregon,Pac-12,fbs,34
401282666,2021,8,regular,2021-10-23T19:30:00.000Z,false,true,60594,3752,Heinz Field,221,Pittsburgh,ACC,fbs,27,228,Clemson,ACC,fbs,17
401282238,2021,8,regular,2021-10-23T19:30:00.000Z,false,true,24845,3803,Legion Field,5,UAB,Conference USA,fbs,24,242,Rice,Conference USA,fbs,30
401282767,2021,8,regular,2021-10-23T19:30:00.000Z,false,true,41011,3953,TCF Bank Stadium,135,Minnesota,Big Ten,fbs,34,120,Maryland,Big Ten,fbs,16
401282113,2021,8,regular,2021-10-23T19:30:00.000Z,false,true,64523,3974,Vaught-Hemingway Stadium,145,Ole Miss,SEC,fbs,31,99,LSU,SEC,fbs,17
401309573,2021,8,regular,2021-10-23T19:30:00.000Z,false,true,19906,3739,Glass Bowl,2649,Toledo,Mid-American,fbs,34,2711,Western Michigan,Mid-American,fbs,15
401282115,2021,8,regular,2021-10-23T20:00:00.000Z,false,true,22036,3973,Vanderbilt Stadium,238,Vanderbilt,SEC,fbs,6,344,Mississippi State,SEC,fbs,45
401282240,2021,8,regular,2021-10-23T20:00:00.000Z,false,false,13454,3825,Apogee Stadium,249,North Texas,Conference USA,fbs,26,2335,Liberty,FBS Independents,fbs,35
401301028,2021,8,regular,2021-10-23T20:00:00.000Z,false,true,22925,4728,John O'Quinn Field at TDECU Stadium,248,Houston,American Athletic,fbs,31,151,East Carolina,American Athletic,fbs,24
401282664,2021,8,regular,2021-10-23T20:00:00.000Z,false,true,38202,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,fbs,28,103,Boston College,ACC,fbs,14
401309626,2021,8,regular,2021-10-23T23:00:00.000Z,false,true,11723,3817,Malone Stadium,2433,Louisiana Monroe,Sun Belt,fbs,41,6,South Alabama,Sun Belt,fbs,31
401310724,2021,8,regular,2021-10-23T23:00:00.000Z,false,true,23887,3713,Falcon Stadium,2005,Air Force,Mountain West,fbs,14,21,San Diego State,Mountain West,fbs,20
401301029,2021,8,regular,2021-10-23T23:00:00.000Z,false,true,25430,3886,Raymond James Stadium,58,South Florida,American Athletic,fbs,34,218,Temple,American Athletic,fbs,14
401282111,2021,8,regular,2021-10-23T23:00:00.000Z,false,true,100077,3657,Bryant Denny Stadium,333,Alabama,SEC,fbs,52,2633,Tennessee,SEC,fbs,24
401310727,2021,8,regular,2021-10-23T23:00:00.000Z,false,true,33012,3660,Bulldog Stadium,278,Fresno State,Mountain West,fbs,34,2440,Nevada,Mountain West,fbs,32
401282237,2021,8,regular,2021-10-23T23:00:00.000Z,false,true,18314,3776,Joe Aillet Stadium,2348,Louisiana Tech,Conference USA,fbs,16,2636,UT San Antonio,Conference USA,fbs,45
401282236,2021,8,regular,2021-10-23T23:00:00.000Z,false,true,,218,FIU Stadium,2229,Florida International,Conference USA,fbs,19,98,Western Kentucky,Conference USA,fbs,34
401282114,2021,8,regular,2021-10-23T23:30:00.000Z,false,true,103889,3795,Kyle Field,245,Texas A&M,SEC,fbs,44,2579,South Carolina,SEC,fbs,14
401309880,2021,8,regular,2021-10-23T23:30:00.000Z,false,true,30203,3893,Reser Stadium,204,Oregon State,Pac-12,fbs,42,254,Utah,Pac-12,fbs,34
401282667,2021,8,regular,2021-10-23T23:30:00.000Z,false,true,45837,3923,Scott Stadium,258,Virginia,ACC,fbs,48,59,Georgia Tech,ACC,fbs,40
401282730,2021,8,regular,2021-10-23T23:30:00.000Z,false,true,52656,3830,Memorial Stadium,84,Indiana,Big Ten,fbs,7,194,Ohio State,Big Ten,fbs,54
401282665,2021,8,regular,2021-10-23T23:30:00.000Z,false,true,43293,3948,Hard Rock Stadium,2390,Miami,ACC,fbs,31,152,NC State,ACC,fbs,30
401282709,2021,8,regular,2021-10-23T23:30:00.000Z,false,false,77622,3855,Notre Dame Stadium,87,Notre Dame,FBS Independents,fbs,31,30,USC,Pac-12,fbs,16
401287927,2021,8,regular,2021-10-23T23:30:00.000Z,false,true,37288,3616,Amon G. Carter Stadium,2628,TCU,Big 12,fbs,17,277,West Virginia,Big 12,fbs,29
401310728,2021,8,regular,2021-10-24T03:59:00.000Z,false,false,1000,3610,Aloha Stadium,62,Hawai'i,Mountain West,fbs,48,166,New Mexico State,FBS Independents,fbs,34
401309627,2021,9,regular,2021-10-28T23:30:00.000Z,false,true,11689,3654,Brooks Stadium,324,Coastal Carolina,Sun Belt,fbs,35,2653,Troy,Sun Belt,fbs,28
401301033,2021,9,regular,2021-10-28T23:30:00.000Z,false,true,32015,3699,Dowdy-Ficklen Stadium,151,East Carolina,American Athletic,fbs,29,58,South Florida,American Athletic,fbs,14
401301030,2021,9,regular,2021-10-29T23:30:00.000Z,false,true,16279,3674,Skelly Field at H. A. Chapman Stadium,202,Tulsa,American Athletic,fbs,17,2426,Navy,American Athletic,fbs,20
401310734,2021,9,regular,2021-10-30T02:00:00.000Z,false,true,28960,3816,Mackay Stadium,2440,Nevada,Mountain West,fbs,51,2439,UNLV,Mountain West,fbs,20
401287929,2021,9,regular,2021-10-30T16:00:00.000Z,false,true,45834,4727,McLane Stadium,239,Baylor,Big 12,fbs,31,251,Texas,Big 12,fbs,24
401309631,2021,9,regular,2021-10-30T16:00:00.000Z,false,true,28794,3666,Cajun Field,309,Louisiana,Sun Belt,fbs,45,326,Texas State,Sun Belt,fbs,0
401282777,2021,9,regular,2021-10-30T16:00:00.000Z,false,true,76549,3936,Spartan Stadium,127,Michigan State,Big Ten,fbs,37,130,Michigan,Big Ten,fbs,33
401301031,2021,9,regular,2021-10-30T16:00:00.000Z,false,true,19595,3806,Lincoln Financial Field,218,Temple,American Athletic,fbs,7,2116,UCF,American Athletic,fbs,49
401301032,2021,9,regular,2021-10-30T16:00:00.000Z,false,true,17012,4729,Benson Field at Yulman Stadium,2655,Tulane,American Athletic,fbs,12,2132,Cincinnati,American Athletic,fbs,31
401282763,2021,9,regular,2021-10-30T16:00:00.000Z,false,true,74209,347,Camp Randall Stadium,275,Wisconsin,Big Ten,fbs,27,2294,Iowa,Big Ten,fbs,7
401309578,2021,9,regular,2021-10-30T16:00:00.000Z,false,true,13163,3965,UB Stadium,2084,Buffalo,Mid-American,fbs,44,189,Bowling Green,Mid-American,fbs,56
401282719,2021,9,regular,2021-10-30T16:00:00.000Z,false,true,36942,3832,Memorial Stadium,356,Illinois,Big Ten,fbs,14,164,Rutgers,Big Ten,fbs,20
401282726,2021,9,regular,2021-10-30T16:00:00.000Z,false,true,32308,3665,Maryland Stadium,120,Maryland,Big Ten,fbs,38,84,Indiana,Big Ten,fbs,35
401282671,2021,9,regular,2021-10-30T16:00:00.000Z,false,true,35543,721,Bobby Dodd Stadium at Historic Grant Field,59,Georgia Tech,ACC,fbs,17,259,Virginia Tech,ACC,fbs,26
401286297,2021,9,regular,2021-10-30T16:00:00.000Z,false,false,16577,3992,Williams Stadium,2335,Liberty,FBS Independents,fbs,62,113,UMass,FBS Independents,fbs,17
401282674,2021,9,regular,2021-10-30T16:00:00.000Z,false,true,46977,3752,Heinz Field,221,Pittsburgh,ACC,fbs,34,2390,Miami,ACC,fbs,38
401287933,2021,9,regular,2021-10-30T18:00:00.000Z,false,true,45613,3842,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big 12,fbs,38,66,Iowa State,Big 12,fbs,31
401282246,2021,9,regular,2021-10-30T18:00:00.000Z,false,true,17354,3895,Rice Stadium,242,Rice,Conference USA,fbs,24,249,North Texas,Conference USA,fbs,30
401310731,2021,9,regular,2021-10-30T19:00:00.000Z,false,true,19219,3905,Romney Stadium,328,Utah State,Mountain West,fbs,51,62,Hawai'i,Mountain West,fbs,31
401309885,2021,9,regular,2021-10-30T19:00:00.000Z,false,true,46136,3947,Sun Devil Stadium,9,Arizona State,Pac-12,fbs,21,265,Washington State,Pac-12,fbs,34
401282119,2021,9,regular,2021-10-30T19:00:00.000Z,false,true,19821,3973,Vanderbilt Stadium,238,Vanderbilt,SEC,fbs,28,142,Missouri,SEC,fbs,37
401282245,2021,9,regular,2021-10-30T19:30:00.000Z,false,true,10721,3725,"Johnny Red"""" Floyd Stadium""""",2393,Middle Tennessee,Conference USA,fbs,35,2572,Southern Mississippi,Conference USA,fbs,10
401309628,2021,9,regular,2021-10-30T19:30:00.000Z,false,true,29321,3792,Kidd Brewer Stadium,2026,Appalachian State,Sun Belt,fbs,59,2433,Louisiana Monroe,Sun Belt,fbs,28
401287931,2021,9,regular,2021-10-30T19:30:00.000Z,false,true,82732,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,fbs,52,2641,Texas Tech,Big 12,fbs,21
401282801,2021,9,regular,2021-10-30T19:30:00.000Z,false,true,85902,3834,Memorial Stadium,158,Nebraska,Big Ten,fbs,23,2509,Purdue,Big Ten,fbs,28
401282675,2021,9,regular,2021-10-30T19:30:00.000Z,false,true,32022,1964,Carrier Dome,183,Syracuse,ACC,fbs,21,103,Boston College,ACC,fbs,6
401282795,2021,9,regular,2021-10-30T19:30:00.000Z,false,true,28158,3911,Ryan Field,77,Northwestern,Big Ten,fbs,14,135,Minnesota,Big Ten,fbs,41
401282242,2021,9,regular,2021-10-30T19:30:00.000Z,false,true,18466,3775,Joan C. Edwards Stadium,276,Marshall,Conference USA,fbs,38,2229,Florida International,Conference USA,fbs,0
401282244,2021,9,regular,2021-10-30T19:30:00.000Z,false,true,13309,3918,Foreman Field,295,Old Dominion,Conference USA,fbs,23,2348,Louisiana Tech,Conference USA,fbs,20
401282670,2021,9,regular,2021-10-30T19:30:00.000Z,false,true,79097,3836,Memorial Stadium,228,Clemson,ACC,fbs,30,52,Florida State,ACC,fbs,20
401287930,2021,9,regular,2021-10-30T19:30:00.000Z,false,true,44339,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,fbs,31,2628,TCU,Big 12,fbs,12
401282117,2021,9,regular,2021-10-30T19:30:00.000Z,true,true,76141,3712,EverBank Field,57,Florida,SEC,fbs,7,61,Georgia,SEC,fbs,34
401309884,2021,9,regular,2021-10-30T19:30:00.000Z,false,true,51449,3626,Autzen Stadium,2483,Oregon,Pac-12,fbs,52,38,Colorado,Pac-12,fbs,29
401282241,2021,9,regular,2021-10-30T20:00:00.000Z,false,true,16763,3796,Houchens Industries-L. T. Smith Stadium,98,Western Kentucky,Conference USA,fbs,45,2429,Charlotte,Conference USA,fbs,13
401310732,2021,9,regular,2021-10-30T20:00:00.000Z,false,true,13042,3935,Spartan Stadium,23,San José State,Mountain West,fbs,27,2751,Wyoming,Mountain West,fbs,21
401282676,2021,9,regular,2021-10-30T20:00:00.000Z,false,true,31613,3630,BB&T Field,154,Wake Forest,ACC,fbs,45,150,Duke,ACC,fbs,7
401309629,2021,9,regular,2021-10-30T21:00:00.000Z,false,true,15043,6526,Hancock Whitney Stadium,6,South Alabama,Sun Belt,fbs,31,2032,Arkansas State,Sun Belt,fbs,13
401282243,2021,9,regular,2021-10-30T22:00:00.000Z,false,true,16432,3715,FAU Stadium,2226,Florida Atlantic,Conference USA,fbs,28,2638,UTEP,Conference USA,fbs,25
401309630,2021,9,regular,2021-10-30T22:00:00.000Z,false,true,17843,3608,Paulson Stadium,290,Georgia Southern,Sun Belt,fbs,14,2247,Georgia State,Sun Belt,fbs,21
401287932,2021,9,regular,2021-10-30T23:00:00.000Z,false,true,55026,3646,Boone Pickens Stadium,197,Oklahoma State,Big 12,fbs,55,2305,Kansas,Big 12,fbs,3
401301034,2021,9,regular,2021-10-30T23:00:00.000Z,false,true,25676,4728,John O'Quinn Field at TDECU Stadium,248,Houston,American Athletic,fbs,44,2567,SMU,American Athletic,fbs,37
401282118,2021,9,regular,2021-10-30T23:00:00.000Z,false,true,49487,3693,Davis Wade Stadium,344,Mississippi State,SEC,fbs,31,96,Kentucky,SEC,fbs,17
401309882,2021,9,regular,2021-10-30T23:00:00.000Z,false,true,38572,3831,California Memorial Stadium,25,California,Pac-12,fbs,39,204,Oregon State,Pac-12,fbs,25
401309886,2021,9,regular,2021-10-30T23:00:00.000Z,false,true,52435,477,Los Angeles Memorial Coliseum,30,USC,Pac-12,fbs,41,12,Arizona,Pac-12,fbs,34
401310730,2021,9,regular,2021-10-30T23:00:00.000Z,false,true,25221,5388,Canvas Stadium,36,Colorado State,Mountain West,fbs,19,68,Boise State,Mountain West,fbs,28
401282116,2021,9,regular,2021-10-30T23:00:00.000Z,false,true,87451,3785,Jordan-Hare Stadium,2,Auburn,SEC,fbs,31,145,Ole Miss,SEC,fbs,20
401282673,2021,9,regular,2021-10-30T23:30:00.000Z,false,true,71018,3855,Notre Dame Stadium,87,Notre Dame,FBS Independents,fbs,44,153,North Carolina,ACC,fbs,34
401282814,2021,9,regular,2021-10-30T23:30:00.000Z,false,true,102951,3861,Ohio Stadium,194,Ohio State,Big Ten,fbs,33,213,Penn State,Big Ten,fbs,24
401282672,2021,9,regular,2021-10-30T23:30:00.000Z,false,true,53123,3670,Carter-Finley Stadium,152,NC State,ACC,fbs,28,97,Louisville,ACC,fbs,13
401309887,2021,9,regular,2021-10-31T02:00:00.000Z,false,true,51922,587,Rice-Eccles Stadium,254,Utah,Pac-12,fbs,44,26,UCLA,Pac-12,fbs,24
401282669,2021,9,regular,2021-10-31T02:15:00.000Z,false,false,57685,3801,LaVell Edwards Stadium,252,BYU,FBS Independents,fbs,66,258,Virginia,ACC,fbs,49
401310733,2021,9,regular,2021-10-31T02:30:00.000Z,false,true,11034,3932,Qualcomm Stadium,21,San Diego State,Mountain West,fbs,20,278,Fresno State,Mountain West,fbs,30
401309883,2021,9,regular,2021-10-31T02:30:00.000Z,false,true,28014,3940,Stanford Stadium,24,Stanford,Pac-12,fbs,13,264,Washington,Pac-12,fbs,20
401309579,2021,10,regular,2021-11-02T23:00:00.000Z,false,true,7683,3768,Summa Field at InfoCision Stadium,2006,Akron,Mid-American,fbs,25,2050,Ball State,Mid-American,fbs,31
401308839,2021,10,regular,2021-11-02T23:30:00.000Z,false,true,15940,3876,Peden Stadium,195,Ohio,Mid-American,fbs,35,193,Miami (OH),Mid-American,fbs,33
401309580,2021,10,regular,2021-11-02T23:30:00.000Z,false,true,14997,3739,Glass Bowl,2649,Toledo,Mid-American,fbs,49,2199,Eastern Michigan,Mid-American,fbs,52
401309582,2021,10,regular,2021-11-03T23:00:00.000Z,false,true,6076,3696,Dix Stadium,2309,Kent State,Mid-American,fbs,52,2459,Northern Illinois,Mid-American,fbs,47
401309581,2021,10,regular,2021-11-03T23:00:00.000Z,false,true,13137,3980,Waldo Stadium,2711,Western Michigan,Mid-American,fbs,30,2117,Central Michigan,Mid-American,fbs,42
401309632,2021,10,regular,2021-11-04T23:30:00.000Z,false,true,16007,3666,Cajun Field,309,Louisiana,Sun Belt,fbs,21,2247,Georgia State,Sun Belt,fbs,17
401282677,2021,10,regular,2021-11-05T23:30:00.000Z,false,true,35637,3615,Alumni Stadium,103,Boston College,ACC,fbs,17,259,Virginia Tech,ACC,fbs,3
401309888,2021,10,regular,2021-11-06T02:30:00.000Z,false,true,26410,3940,Stanford Stadium,24,Stanford,Pac-12,fbs,7,254,Utah,Pac-12,fbs,52
401310253,2021,10,regular,2021-11-06T15:30:00.000Z,true,false,32537,4258,Dignity Health Sports Park,2005,Air Force,Mountain West,fbs,14,349,Army,FBS Independents,fbs,21
401287935,2021,10,regular,2021-11-06T16:00:00.000Z,false,true,30611,3833,Memorial Stadium,2305,Kansas,Big 12,fbs,10,2306,Kansas State,Big 12,fbs,35
401282122,2021,10,regular,2021-11-06T16:00:00.000Z,false,true,92746,3917,Sanford Stadium,61,Georgia,SEC,fbs,43,142,Missouri,SEC,fbs,6
401282250,2021,10,regular,2021-11-06T16:00:00.000Z,false,true,21261,7221,Protective Stadium,5,UAB,Conference USA,fbs,52,2348,Louisiana Tech,Conference USA,fbs,38
401282124,2021,10,regular,2021-11-06T16:00:00.000Z,false,false,53235,3974,Vaught-Hemingway Stadium,145,Ole Miss,SEC,fbs,27,2335,Liberty,FBS Independents,fbs,14
401282682,2021,10,regular,2021-11-06T16:00:00.000Z,false,true,50500,3787,Kenan Memorial Stadium,153,North Carolina,ACC,fbs,58,154,Wake Forest,ACC,fbs,55
401282799,2021,10,regular,2021-11-06T16:00:00.000Z,false,true,84426,3834,Memorial Stadium,158,Nebraska,Big Ten,fbs,17,194,Ohio State,Big Ten,fbs,26
401282678,2021,10,regular,2021-11-06T16:00:00.000Z,false,true,20693,3982,Wallace Wade Stadium,150,Duke,ACC,fbs,29,221,Pittsburgh,ACC,fbs,54
401282720,2021,10,regular,2021-11-06T16:00:00.000Z,false,true,46382,3953,TCF Bank Stadium,135,Minnesota,Big Ten,fbs,6,356,Illinois,Big Ten,fbs,14
401301039,2021,10,regular,2021-11-06T16:00:00.000Z,false,true,30191,3805,Liberty Bowl Memorial Stadium,235,Memphis,American Athletic,fbs,28,2567,SMU,American Athletic,fbs,25
401282681,2021,10,regular,2021-11-06T16:30:00.000Z,false,true,48161,3948,Hard Rock Stadium,2390,Miami,ACC,fbs,33,59,Georgia Tech,ACC,fbs,30
401309633,2021,10,regular,2021-11-06T18:00:00.000Z,false,true,9762,3625,Centennial Bank Stadium,2032,Arkansas State,Sun Belt,fbs,14,2026,Appalachian State,Sun Belt,fbs,48
401309635,2021,10,regular,2021-11-06T19:00:00.000Z,false,true,16237,3644,Jim Wacker Field at Bobcat Stadium,326,Texas State,Sun Belt,fbs,27,2433,Louisiana Monroe,Sun Belt,fbs,19
401301035,2021,10,regular,2021-11-06T19:00:00.000Z,false,true,32817,3699,Dowdy-Ficklen Stadium,151,East Carolina,American Athletic,fbs,45,218,Temple,American Athletic,fbs,3
401282252,2021,10,regular,2021-11-06T19:00:00.000Z,false,true,22478,3815,M. M. Roberts Stadium,2572,Southern Mississippi,Conference USA,fbs,14,249,North Texas,Conference USA,fbs,38
401309889,2021,10,regular,2021-11-06T19:00:00.000Z,false,true,30677,3619,Arizona Stadium,12,Arizona,Pac-12,fbs,10,25,California,Pac-12,fbs,3
401287936,2021,10,regular,2021-11-06T19:30:00.000Z,false,true,40338,3616,Amon G. Carter Stadium,2628,TCU,Big 12,fbs,30,239,Baylor,Big 12,fbs,28
401282768,2021,10,regular,2021-11-06T19:30:00.000Z,false,true,46924,3665,Maryland Stadium,120,Maryland,Big Ten,fbs,14,213,Penn State,Big Ten,fbs,31
401282251,2021,10,regular,2021-11-06T19:30:00.000Z,false,true,15022,3796,Houchens Industries-L. T. Smith Stadium,98,Western Kentucky,Conference USA,fbs,48,2393,Middle Tennessee,Conference USA,fbs,21
401309636,2021,10,regular,2021-11-06T19:30:00.000Z,false,true,26211,3975,Veterans Memorial Stadium,2653,Troy,Sun Belt,fbs,31,6,South Alabama,Sun Belt,fbs,24
401282710,2021,10,regular,2021-11-06T19:30:00.000Z,false,false,77096,3855,Notre Dame Stadium,87,Notre Dame,FBS Independents,fbs,34,2426,Navy,American Athletic,fbs,6
401287937,2021,10,regular,2021-11-06T19:30:00.000Z,false,true,50109,3842,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big 12,fbs,3,197,Oklahoma State,Big 12,fbs,24
401301037,2021,10,regular,2021-11-06T19:30:00.000Z,false,true,37978,3854,Nippert Stadium,2132,Cincinnati,American Athletic,fbs,28,202,Tulsa,American Athletic,fbs,20
401282824,2021,10,regular,2021-11-06T19:30:00.000Z,false,true,40280,6577,SHI Stadium,164,Rutgers,Big Ten,fbs,3,275,Wisconsin,Big Ten,fbs,52
401310736,2021,10,regular,2021-11-06T19:30:00.000Z,false,true,24926,3984,War Memorial Stadium,2751,Wyoming,Mountain West,fbs,31,36,Colorado State,Mountain West,fbs,17
401282126,2021,10,regular,2021-11-06T19:30:00.000Z,false,true,109835,3795,Kyle Field,245,Texas A&M,SEC,fbs,20,2,Auburn,SEC,fbs,3
